Time,Count
4.0,1
7.0,2
7.0,3
10.0,4
15.0,5
16.0,6
16.0,7
21.0,8
25.0,9
30.0,10
32.0,11
32.0,12
33.0,13
36.0,14
37.0,15
38.0,16
38.0,17
40.0,18
45.0,19
49.0,20
49.0,21
52.0,22
53.0,23
60.0,24
70.0,25
73.0,26
73.0,27
86.0,28
89.0,29
95.0,30
99.0,31
106.0,32
108.0,33
109.0,34
109.0,35
110.0,36
111.0,37
116.0,38
