Time,Latitude,Longitude,counts
1746055975.97,0,0,0.5166666666666667
1746056035.9,0,0,0.43333333333333335
1746056096.04,0,0,0.4666666666666667
1746056156.02,0,0,0.36666666666666664
1746056215.97,0,0,0.4166666666666667
1746056276.17,0,0,0.4
1746056335.97,0,0,0.43333333333333335
1746056395.97,0,0,0.36666666666666664
1746056456.02,0,0,0.35
1746056515.99,0,0,0.5
1746056576.1,0,0,0.5166666666666667
1746056636.02,0,0,0.38333333333333336
1746056695.92,0,0,0.43333333333333335
1746056755.92,0,0,0.31666666666666665
1746056815.95,0,0,0.4166666666666667
1746056876.03,0,0,0.4666666666666667
1746056935.9,0,0,0.36666666666666664
1746056996.04,0,0,0.5
1746057055.9,0,0,0.4
1746057115.99,0,0,0.31666666666666665
1746057176.04,0,0,0.35
1746057235.91,0,0,0.45
1746057295.98,0,0,0.43333333333333335
1746057356.01,0,0,0.45
1746057415.99,0,0,0.45
1746057475.9,0,0,0.36666666666666664
1746057535.96,0,0,0.5666666666666667
1746057595.98,0,0,0.4666666666666667
1746057655.99,0,0,0.4
1746057716.06,0,0,0.45
1746057775.93,0,0,0.43333333333333335
1746057835.94,0,0,0.4166666666666667
1746057896.02,0,0,0.35
1746057955.97,0,0,0.4666666666666667
1746058016.09,0,0,0.4
1746058075.89,0,0,0.36666666666666664
1746058135.37,0,0,0.36666666666666664
1746058195.38,0,0,0.36666666666666664
1746058255.37,0,0,0.36666666666666664
1746058315.37,0,0,0.36666666666666664
1746058375.37,0,0,0.36666666666666664
1746058435.37,0,0,0.36666666666666664
1746058495.37,0,0,0.36666666666666664
1746058555.37,0,0,0.36666666666666664
1746058615.37,0,0,0.36666666666666664
1746058675.38,0,0,0.36666666666666664
1746058735.38,0,0,0.36666666666666664
1746058795.37,0,0,0.36666666666666664
1746058855.32,0,0,0.36666666666666664
1746058915.33,0,0,0.36666666666666664
1746058975.31,0,0,0.36666666666666664
1746059035.32,0,0,0.36666666666666664
1746059095.37,0,0,0.36666666666666664
1746059155.32,0,0,0.36666666666666664
1746059215.37,0,0,0.36666666666666664
1746059275.33,0,0,0.36666666666666664
1746059335.35,0,0,0.36666666666666664
1746059395.32,0,0,0.36666666666666664
1746059455.31,0,0,0.36666666666666664
1746059515.33,0,0,0.36666666666666664
1746059575.32,0,0,0.36666666666666664
1746059635.31,0,0,0.36666666666666664
1746059695.31,0,0,0.36666666666666664
1746059755.32,0,0,0.36666666666666664
1746059815.32,0,0,0.36666666666666664
1746059875.32,0,0,0.36666666666666664
1746059935.37,0,0,0.36666666666666664
1746059995.33,0,0,0.36666666666666664
1746060055.31,0,0,0.36666666666666664
1746060115.35,0,0,0.36666666666666664
1746060175.32,0,0,0.36666666666666664
1746060235.33,0,0,0.36666666666666664
1746060295.37,0,0,0.36666666666666664
1746060355.32,0,0,0.36666666666666664
1746060415.33,0,0,0.36666666666666664
1746060475.33,0,0,0.36666666666666664
1746060535.32,0,0,0.36666666666666664
1746060595.31,0,0,0.36666666666666664
1746060655.38,0,0,0.36666666666666664
1746060715.32,0,0,0.36666666666666664
1746060775.32,0,0,0.36666666666666664
1746060835.37,0,0,0.36666666666666664
1746060895.32,0,0,0.36666666666666664
1746060955.32,0,0,0.36666666666666664
1746061015.33,0,0,0.36666666666666664
1746061075.31,0,0,0.36666666666666664
1746061135.37,0,0,0.36666666666666664
1746061195.31,0,0,0.36666666666666664
1746061255.32,0,0,0.36666666666666664
1746061315.38,0,0,0.36666666666666664
1746061375.32,0,0,0.36666666666666664
1746061435.35,0,0,0.36666666666666664
1746061495.32,0,0,0.36666666666666664
1746061555.32,0,0,0.36666666666666664
1746061615.32,0,0,0.36666666666666664
1746061675.35,0,0,0.36666666666666664
1746061735.36,0,0,0.36666666666666664
1746061795.33,0,0,0.36666666666666664
1746061855.32,0,0,0.36666666666666664
1746061915.33,0,0,0.36666666666666664
1746061975.33,0,0,0.36666666666666664
1746062035.37,0,0,0.36666666666666664
1746062095.32,0,0,0.36666666666666664
1746062155.32,0,0,0.36666666666666664
1746062215.33,0,0,0.36666666666666664
1746062275.32,0,0,0.36666666666666664
1746062335.32,0,0,0.36666666666666664
1746062395.36,0,0,0.36666666666666664
1746062455.33,0,0,0.36666666666666664
1746062515.32,0,0,0.36666666666666664
1746062575.32,0,0,0.36666666666666664
1746062635.33,0,0,0.36666666666666664
1746062695.38,0,0,0.36666666666666664
1746062755.33,0,0,0.36666666666666664
1746062815.31,0,0,0.36666666666666664
1746062875.32,0,0,0.36666666666666664
1746062935.32,0,0,0.36666666666666664
1746062995.32,0,0,0.36666666666666664
1746063055.32,0,0,0.36666666666666664
1746063115.34,0,0,0.36666666666666664
1746063175.32,0,0,0.36666666666666664
1746063235.33,0,0,0.36666666666666664
1746063295.33,0,0,0.36666666666666664
1746063355.37,0,0,0.36666666666666664
1746063415.32,0,0,0.36666666666666664
1746063475.33,0,0,0.36666666666666664
1746063535.33,0,0,0.36666666666666664
1746063595.31,0,0,0.36666666666666664
1746063655.34,0,0,0.36666666666666664
1746063715.31,0,0,0.36666666666666664
1746063775.31,0,0,0.36666666666666664
1746063835.31,0,0,0.36666666666666664
1746063895.33,0,0,0.36666666666666664
1746063955.36,0,0,0.36666666666666664
1746064015.31,0,0,0.36666666666666664
1746064075.32,0,0,0.36666666666666664
1746064135.37,0,0,0.36666666666666664
1746064195.32,0,0,0.36666666666666664
1746064255.36,0,0,0.36666666666666664
1746064315.33,0,0,0.36666666666666664
1746064375.33,0,0,0.36666666666666664
1746064435.33,0,0,0.36666666666666664
1746064495.33,0,0,0.36666666666666664
1746064555.33,0,0,0.36666666666666664
1746064615.33,0,0,0.36666666666666664
1746064675.33,0,0,0.36666666666666664
1746064735.37,0,0,0.36666666666666664
1746064795.32,0,0,0.36666666666666664
1746064855.33,0,0,0.36666666666666664
1746064915.32,0,0,0.36666666666666664
1746064975.32,0,0,0.36666666666666664
1746065035.33,0,0,0.36666666666666664
1746065095.31,0,0,0.36666666666666664
1746065155.36,0,0,0.36666666666666664
1746065215.31,0,0,0.36666666666666664
1746065275.33,0,0,0.36666666666666664
1746065335.33,0,0,0.36666666666666664
1746065395.35,0,0,0.36666666666666664
1746065455.36,0,0,0.36666666666666664
1746065515.33,0,0,0.36666666666666664
1746065575.31,0,0,0.36666666666666664
1746065635.31,0,0,0.36666666666666664
1746065695.33,0,0,0.36666666666666664
1746065755.34,0,0,0.36666666666666664
1746065815.32,0,0,0.36666666666666664
1746065875.35,0,0,0.36666666666666664
1746065935.34,0,0,0.36666666666666664
1746065995.32,0,0,0.36666666666666664
1746066055.31,0,0,0.36666666666666664
1746066115.33,0,0,0.36666666666666664
1746066175.35,0,0,0.36666666666666664
1746066235.31,0,0,0.36666666666666664
1746066295.32,0,0,0.36666666666666664
1746066355.32,0,0,0.36666666666666664
1746066415.37,0,0,0.36666666666666664
1746066475.33,0,0,0.36666666666666664
1746066535.32,0,0,0.36666666666666664
1746066595.33,0,0,0.36666666666666664
1746066655.35,0,0,0.36666666666666664
1746066715.37,0,0,0.36666666666666664
1746066775.32,0,0,0.36666666666666664
1746066835.32,0,0,0.36666666666666664
1746066895.31,0,0,0.36666666666666664
1746066955.32,0,0,0.36666666666666664
1746067015.33,0,0,0.36666666666666664
1746067075.37,0,0,0.36666666666666664
1746067135.32,0,0,0.36666666666666664
1746067195.32,0,0,0.36666666666666664
1746067255.33,0,0,0.36666666666666664
1746067315.32,0,0,0.36666666666666664
1746067375.31,0,0,0.36666666666666664
1746067435.32,0,0,0.36666666666666664
1746067495.37,0,0,0.36666666666666664
1746067555.32,0,0,0.36666666666666664
1746067615.31,0,0,0.36666666666666664
1746067675.32,0,0,0.36666666666666664
1746067735.36,0,0,0.36666666666666664
1746067795.33,0,0,0.36666666666666664
1746067855.32,0,0,0.36666666666666664
1746067915.37,0,0,0.36666666666666664
1746067975.33,0,0,0.36666666666666664
1746068035.31,0,0,0.36666666666666664
1746068095.32,0,0,0.36666666666666664
1746068155.32,0,0,0.36666666666666664
1746068215.32,0,0,0.36666666666666664
